Nom,Age,Position_Encoded,Valeur_Marchande_Clean,Matchs_22_23,Buts_22_23,Minutes_22_23,Duree_Contrat,Prix,Ligue_Autre,Ligue_Bundesliga,Ligue_LaLiga,Ligue_Ligue 1,Ligue_Premier League,Ligue_Serie A
Jude Bellingham,22,3,120000000.0,42,14,3557,6.0,127000000.0,False,False,True,False,False,False
Declan Rice,27,3,90000000.0,50,5,4148,5.0,116600000.0,False,False,False,False,True,False
Moisés Caicedo,24,3,75000000.0,43,1,3666,8.0,116000000.0,False,False,False,False,True,False
Harry Kane,32,4,90000000.0,49,32,4303,4.0,95000000.0,False,True,False,False,False,False
Randal Kolo Muani,27,4,80000000.0,46,23,3634,3.0,95000000.0,False,False,False,False,True,False
Josko Gvardiol,24,2,75000000.0,41,3,3005,5.0,90000000.0,False,False,False,False,True,False
Neymar,34,3,60000000.0,29,18,2362,3.0,90000000.0,True,False,False,False,False,False
Christopher Nkunku,28,4,80000000.0,36,23,2733,7.0,60000000.0,False,False,False,False,False,True
Rasmus Højlund,23,4,45000000.0,42,16,2553,3.0,77800000.0,False,False,False,False,False,True
Kai Havertz,26,4,55000000.0,47,9,3256,5.0,75000000.0,False,False,False,False,True,False
Dominik Szoboszlai,25,3,50000000.0,46,10,3710,5.0,70000000.0,False,False,False,False,True,False
Gonçalo Ramos,24,4,50000000.0,47,27,3480,5.0,65000000.0,False,False,False,True,False,False
Alexis Mac Allister,27,3,65000000.0,40,12,3309,5.0,42000000.0,False,False,False,False,True,False
Roméo Lavia,22,3,32000000.0,35,1,2537,7.0,62100000.0,False,False,False,False,True,False
Matheus Nunes,27,2,45000000.0,41,2,2939,5.0,62000000.0,False,False,False,False,True,False
Sandro Tonali,25,3,50000000.0,48,2,3985,5.0,60800000.0,False,False,False,False,True,False
Mason Mount,27,3,60000000.0,35,3,2199,5.0,67700000.0,False,False,False,False,True,False
Jérémy Doku,23,4,28000000.0,35,7,1616,5.0,60000000.0,False,False,False,False,True,False
Manuel Ugarte,24,3,50000000.0,47,0,3573,6.0,60000000.0,False,False,False,False,True,False
Malcom,28,4,30000000.0,33,26,2739,4.0,60000000.0,True,False,False,False,False,False
Otávio,30,3,35000000.0,44,7,3637,4.0,60000000.0,True,False,False,False,False,False
Min-jae Kim,29,2,60000000.0,45,2,3878,5.0,50000000.0,False,True,False,False,False,False
Ousmane Dembélé,28,4,60000000.0,35,8,2169,5.0,50000000.0,False,False,False,True,False,False
James Maddison,29,3,60000000.0,32,10,2579,5.0,46300000.0,False,False,False,False,True,False
Brennan Johnson,24,4,38000000.0,44,10,3303,7.0,55000000.0,False,False,False,False,True,False
Moussa Diaby,26,4,50000000.0,48,14,3887,6.0,55000000.0,True,False,False,False,False,False
Rúben Neves,28,3,40000000.0,41,6,3411,6.0,55000000.0,True,False,False,False,False,False
Aleksandar Mitrović,31,4,28000000.0,28,15,2230,5.0,52600000.0,True,False,False,False,False,False
Matheus Cunha,26,4,25000000.0,37,2,1565,7.0,50000000.0,False,False,False,False,True,False
Sergej Milinković-Savić,30,3,50000000.0,47,11,3717,5.0,40000000.0,True,False,False,False,False,False
Dejan Kulusevski,25,3,50000000.0,37,2,2417,5.0,30000000.0,False,False,False,False,True,False
João Félix,26,4,,40,9,2144,4.0,50000000.0,True,False,False,False,False,False
João Cancelo,31,2,,47,3,3172,3.0,50000000.0,False,False,True,False,False,False
Milan Škriniar,30,2,,31,0,2406,6.0,50000000.0,True,False,False,False,False,False
Cole Palmer,23,3,18000000.0,25,1,850,10.0,47000000.0,False,False,False,False,True,False
Fabinho,32,3,42000000.0,49,0,3539,3.0,46700000.0,True,False,False,False,False,False
Lucas Hernández,29,2,45000000.0,11,1,833,5.0,45000000.0,False,False,False,True,False,False
Bradley Barcola,23,4,18000000.0,35,7,2129,5.0,45000000.0,False,False,False,True,False,False
Axel Disasi,27,2,30000000.0,49,6,4380,3.0,45000000.0,False,False,False,False,True,False
Marco Verratti,33,3,40000000.0,38,0,2985,1.0,45000000.0,True,False,False,False,False,False
Pau Torres,29,2,45000000.0,39,1,3349,5.0,33000000.0,False,False,False,False,True,False
Harvey Barnes,28,4,35000000.0,40,13,3247,5.0,44000000.0,False,False,False,False,True,False
Mohammed Kudus,25,4,40000000.0,42,18,2693,8.0,43000000.0,False,False,False,False,True,False
Jurriën Timber,24,2,42000000.0,47,2,4207,5.0,40000000.0,False,False,False,False,True,False
Ryan Gravenberch,23,3,30000000.0,33,1,938,5.0,40000000.0,False,False,False,False,True,False
Pedro Porro,26,2,40000000.0,43,6,3205,5.0,40000000.0,False,False,False,False,True,False
Micky van de Ven,24,2,30000000.0,36,1,3240,6.0,40000000.0,False,False,False,False,True,False
Benjamin Pavard,29,2,40000000.0,43,7,3376,3.0,31400000.0,False,False,False,True,False,False
Vitor Roque,20,4,40000000.0,45,21,3148,6.0,30000000.0,True,False,False,False,False,False
Xavi Simons,22,3,40000000.0,48,22,3800,7.0,4000000.0,False,False,False,False,True,False
Edson Álvarez,28,3,35000000.0,44,4,3699,3.0,38000000.0,True,False,False,False,False,False
James Ward-Prowse,31,3,38000000.0,45,11,3973,3.0,34800000.0,False,False,False,False,True,False
Mateo Kovacic,31,3,38000000.0,37,2,2467,4.0,29100000.0,False,False,False,False,True,False
Tino Livramento,23,2,25000000.0,3,0,71,5.0,37200000.0,False,False,False,False,True,False
Nicolas Jackson,24,4,30000000.0,38,13,2121,3.0,37000000.0,False,True,False,False,False,False
André Onana,29,1,35000000.0,41,0,3720,3.0,50200000.0,True,False,False,False,False,False
Loïs Openda,25,4,35000000.0,42,21,2801,3.0,40000000.0,False,False,False,False,False,True
Ibrahim Sangaré,28,3,35000000.0,45,8,3765,5.0,35000000.0,False,False,False,False,True,False
Elye Wahi,23,4,35000000.0,33,19,2531,3.0,30000000.0,False,False,False,True,False,False
Orkun Kökçü,25,3,35000000.0,46,12,3959,7.0,29700000.0,True,False,False,False,False,False
Giacomo Raspadori,25,4,35000000.0,35,6,1352,7.0,28000000.0,False,False,False,False,False,True
Ansu Fati,23,4,,51,10,1827,3.0,35000000.0,False,False,False,True,False,False
Lionel Messi,38,4,,55,32,4723,5.0,35000000.0,True,False,False,False,False,False
João Pedro,24,4,32000000.0,35,11,2792,10.0,34200000.0,False,False,False,False,True,False
Allan Saint-Maximin,28,4,32000000.0,31,1,1376,3.0,27200000.0,False,False,False,True,False,False
Seko Fofana,30,3,32000000.0,39,9,3312,3.0,25000000.0,True,False,False,False,False,False
Marcus Thuram,28,4,,32,16,2700,5.0,32000000.0,False,False,False,False,False,True
Benjamin Sesko,22,4,24000000.0,41,18,2576,7.0,31650000.0,False,False,False,False,True,False
El Bilal Touré,24,4,12000000.0,25,7,1400,3.0,30200000.0,True,False,False,False,False,False
Manuel Locatelli,28,3,30000000.0,49,0,3645,5.0,36400000.0,False,False,False,False,False,True
Felix Nmecha,25,3,15000000.0,32,3,1884,5.0,30000000.0,False,True,False,False,False,False
Sacha Boey,25,2,22000000.0,33,1,2835,3.0,30000000.0,True,False,False,False,False,False
Folarin Balogun,24,4,30000000.0,39,22,3146,5.0,30000000.0,False,False,False,True,False,False
Moise Kean,25,4,18000000.0,40,8,1464,6.0,30000000.0,False,False,False,False,False,True
Gabri Veiga,23,3,30000000.0,40,11,2555,7.0,30000000.0,True,False,False,False,False,False
Sadio Mané,33,4,25000000.0,38,12,2205,3.0,30000000.0,True,False,False,False,False,False
Castello Lukeba,23,2,25000000.0,38,2,3313,6.0,30000000.0,False,True,False,False,False,False
Roger Ibañez,27,2,30000000.0,48,3,4089,4.0,28500000.0,True,False,False,False,False,False
Arthur Vermeeren,21,3,30000000.0,40,2,3311,3.0,20000000.0,False,False,False,True,False,False
Jota,26,4,13000000.0,43,15,2933,7.0,29100000.0,True,False,False,False,False,False
Hugo Ekitiké,23,4,20000000.0,32,4,1396,8.0,28500000.0,False,False,False,False,True,False
Jesper Lindstrøm,25,4,28000000.0,38,9,2364,3.0,30000000.0,False,True,False,False,False,False
Gianluca Scamacca,27,4,22000000.0,27,8,1355,4.0,28000000.0,False,False,False,False,False,True
Alex Iwobi,29,4,28000000.0,41,2,3561,5.0,25700000.0,False,False,False,False,True,False
Evan Ndicka,26,2,,44,2,3908,5.0,28000000.0,False,False,False,False,False,True
Konrad Laimer,28,2,,29,4,2185,4.0,28000000.0,False,True,False,False,False,False
Aymeric Laporte,31,2,25000000.0,24,0,1864,5.0,27500000.0,False,False,True,False,False,False
Lesley Ugochukwu,21,3,9000000.0,35,0,1996,7.0,27000000.0,False,False,False,False,True,False
Carlos Baleba,22,3,5000000.0,25,0,981,5.0,27000000.0,False,False,False,False,True,False
Daichi Kamada,29,3,,47,16,3455,3.0,27000000.0,False,False,False,False,True,False
Tyler Adams,26,3,18000000.0,26,0,2292,5.0,26900000.0,False,False,False,False,True,False
Nathan Collins,24,2,22000000.0,31,0,2262,6.0,26850000.0,False,False,False,False,True,False
Arda Güler,20,3,15000000.0,35,6,1549,6.0,26000000.0,False,False,True,False,False,False
Hamed Traoré,25,4,22000000.0,18,0,1022,3.0,25620000.0,False,False,False,True,False,False
Christoph Baumgartner,26,3,24000000.0,36,7,2823,5.0,25500000.0,False,True,False,False,False,False
Beto,28,4,25000000.0,34,10,2195,4.0,25000000.0,False,False,False,False,True,False
Lovro Majer,28,3,20000000.0,42,3,2340,5.0,25000000.0,False,True,False,False,False,False
Radu Drăgușin,24,2,20000000.0,40,4,3555,7.0,25000000.0,False,False,False,False,True,False
Kevin Schade,24,4,25000000.0,31,1,1045,5.0,25000000.0,False,False,False,False,True,False
Ernest Nuamah,22,4,6000000.0,34,15,2854,5.0,25000000.0,False,False,False,True,False,False
Antoine Griezmann,34,4,25000000.0,48,16,3634,4.0,22000000.0,False,False,True,False,False,False
Marcos Leonardo,22,4,25000000.0,49,21,4132,6.0,22000000.0,True,False,False,False,False,False
Samuel Chukwueze,26,4,25000000.0,50,13,3261,3.0,21100000.0,False,False,False,False,True,False
Christian Pulisic,27,4,25000000.0,30,1,1013,4.0,20800000.0,False,False,False,False,False,True
Ruben Loftus-Cheek,30,3,25000000.0,33,0,1912,4.0,18900000.0,False,False,False,False,False,True
Marcelo Brozović,33,3,25000000.0,40,3,2508,3.0,15700000.0,True,False,False,False,False,False
Hirving Lozano,30,4,25000000.0,41,4,2076,5.0,15000000.0,True,False,False,False,False,False
Yannick Carrasco,32,4,25000000.0,44,10,2845,4.0,15000000.0,True,False,False,False,False,False
Boulaye Dia,29,4,25000000.0,33,16,2526,3.0,14400000.0,False,False,False,False,False,True
Timothy Castagne,30,2,25000000.0,42,2,3562,4.0,13000000.0,False,False,False,False,True,False
Franck Kessié,29,3,25000000.0,43,3,1801,3.0,12500000.0,True,False,False,False,False,False
Tetê,25,4,25000000.0,33,7,2108,6.0,1000000.0,True,False,False,False,False,False
Alejandro Grimaldo,30,2,,54,8,4821,4.0,25000000.0,False,True,False,False,False,False
Jadon Sancho,25,4,,41,7,2433,3.0,25000000.0,False,False,False,False,True,False
Youri Tielemans,28,3,,37,4,2829,5.0,25000000.0,False,False,False,False,True,False
Marco Asensio,30,3,,51,12,2029,5.0,25000000.0,True,False,False,False,False,False
Davide Frattesi,26,3,,37,7,2971,5.0,25000000.0,False,False,False,False,False,True
Brenden Aaronson,25,3,,41,2,2588,4.0,25000000.0,False,False,False,False,True,False
Taylor Harwood-Bellis,24,2,,35,1,2889,5.0,25000000.0,True,False,False,False,False,False
Enes Ünal,28,4,,38,15,3223,5.0,25000000.0,False,False,False,False,True,False
Tijjani Reijnders,27,3,14000000.0,54,7,4843,7.0,24800000.0,False,False,False,False,True,False
Viktor Gyökeres,27,4,13000000.0,50,22,4379,7.0,24000000.0,False,False,False,False,True,False
Eljif Elmas,26,3,24000000.0,47,6,1981,3.0,24000000.0,False,False,False,False,False,True
Nathan Tella,26,4,18000000.0,45,19,2844,5.0,23300000.0,False,True,False,False,False,False
Kalidou Koulibaly,34,2,15000000.0,32,2,2550,3.0,23000000.0,True,False,False,False,False,False
Alex Scott,22,3,20000000.0,49,2,3786,5.0,23000000.0,False,False,False,False,True,False
Renan Lodi,27,2,20000000.0,32,1,2538,7.0,23000000.0,True,False,False,False,False,False
Gonçalo Guedes,29,4,,33,4,1452,5.0,23000000.0,False,False,True,False,False,False
Anthony Elanga,23,4,18000000.0,26,0,705,1.0,22930000.0,False,False,False,False,True,False
Victor Boniface,25,4,12000000.0,55,22,4013,3.0,22600000.0,False,True,False,False,False,False
Terem Moffi,26,4,20000000.0,38,21,3067,3.0,22500000.0,True,False,False,False,False,False
Calvin Bassey,26,2,15000000.0,39,1,2797,4.0,22500000.0,False,False,False,False,True,False
Robert Sánchez,28,1,22000000.0,25,0,2280,7.0,23000000.0,False,False,False,False,True,False
Kang-in Lee,24,3,22000000.0,39,6,3083,5.0,22000000.0,False,False,False,True,False,False
Luiz Felipe,28,2,15000000.0,30,0,2396,3.0,22000000.0,False,False,True,False,False,False
Djibril Sow,29,3,22000000.0,47,4,3931,6.0,10000000.0,False,False,True,False,False,False
Anatoliy Trubin,24,1,22000000.0,38,0,3450,5.0,10000000.0,True,False,False,False,False,False
Jack Harrison,29,4,,40,6,3012,3.0,22000000.0,False,False,False,False,False,True
Wilfried Zaha,33,4,,28,7,2384,3.0,22000000.0,True,False,False,False,False,False
Tanguy Ndombélé,29,3,,40,2,1266,3.0,22000000.0,False,False,False,True,False,False
Luis Sinisterra,26,4,,22,7,1018,3.0,22000000.0,True,False,False,False,False,False
Cameron Archer,24,4,12000000.0,30,11,1624,5.0,21550000.0,True,False,False,False,False,False
Adam Wharton,22,3,10000000.0,29,3,1882,6.0,21100000.0,False,False,False,False,True,False
Yassine Bounou,34,1,12000000.0,36,0,3187,5.0,21000000.0,True,False,False,False,False,False
Josip Sutalo,25,2,18000000.0,36,3,3035,5.0,20500000.0,True,False,False,False,False,False
Milos Kerkez,22,2,15000000.0,52,5,4197,7.0,20470000.0,False,False,False,False,True,False
Riyad Mahrez,34,4,20000000.0,47,15,3068,4.0,35000000.0,True,False,False,False,False,False
Arthur Cabral,27,4,20000000.0,48,17,2551,5.0,20500000.0,True,False,False,False,False,False
Wataru Endo,32,3,6500000.0,40,6,3523,4.0,20000000.0,False,False,False,False,True,False
Denis Zakaria,29,3,18000000.0,13,1,722,5.0,20000000.0,False,False,False,True,False,False
Enzo Le Fée,26,3,20000000.0,36,6,3133,6.0,20000000.0,False,False,False,False,True,False
Konstantinos Mavropanos,28,2,15000000.0,34,3,2725,5.0,20000000.0,False,False,False,False,True,False
Lucas Beraldo,22,2,15000000.0,48,1,4199,5.0,20000000.0,False,False,False,True,False,False
Gabriel Moscardo,20,3,15000000.0,37,1,2399,3.0,20000000.0,True,False,False,False,False,False
Abakar Sylla,23,2,8000000.0,27,1,2045,3.0,20000000.0,False,False,False,True,False,False
Matheus França,21,3,9000000.0,29,3,1058,3.0,20000000.0,True,False,False,False,False,False
Bart Verbruggen,23,1,10000000.0,37,0,3420,5.0,20000000.0,False,False,False,False,True,False
Cyril Ngonge,25,4,6000000.0,28,8,1626,3.0,20000000.0,False,False,True,False,False,False
Andrea Pinamonti,26,4,15000000.0,32,5,2181,4.0,20000000.0,False,False,False,False,False,True
Nicolas Seiwald,24,3,20000000.0,43,4,3638,5.0,20000000.0,False,True,False,False,False,False
Marcel Sabitzer,31,3,20000000.0,42,4,2054,4.0,19000000.0,False,True,False,False,False,False
Merih Demiral,27,2,20000000.0,28,1,1524,6.0,17000000.0,True,False,False,False,False,False
Noah Okafor,25,4,20000000.0,32,10,1851,6.0,15500000.0,False,False,False,False,True,False
Granit Xhaka,33,3,20000000.0,47,9,3704,5.0,15000000.0,False,False,False,False,True,False
Cengiz Ünder,28,4,20000000.0,46,5,2924,3.0,15000000.0,True,False,False,False,False,False
Ludovic Blas,28,3,20000000.0,51,12,3945,4.0,15000000.0,False,False,False,True,False,False
Sander Berge,27,3,20000000.0,43,7,3425,6.0,13900000.0,False,False,False,False,True,False
Ismaïla Sarr,27,4,20000000.0,39,10,3181,6.0,13000000.0,False,False,False,False,True,False
Fred,32,3,20000000.0,56,6,2277,4.0,9740000.0,True,False,False,False,False,False
Demarai Gray,29,4,20000000.0,36,6,2715,5.0,9300000.0,True,False,False,False,False,False
Ramy Bensebaini,30,2,,30,7,2570,4.0,20000000.0,False,True,False,False,False,False
Raphaël Guerreiro,32,2,,36,6,3047,3.0,20000000.0,False,True,False,False,False,False
İlkay Gündoğan,35,3,,51,11,3856,4.0,20000000.0,True,False,False,False,False,False
Boubakary Soumaré,26,3,,29,0,1865,1.0,20000000.0,True,False,False,False,False,False
Jefferson Lerma,31,3,,37,5,3255,3.0,20000000.0,False,False,False,False,True,False
Jonathan Bamba,29,4,,35,6,2872,4.0,20000000.0,True,False,False,False,False,False
Ivan Ilić,24,3,19000000.0,27,2,2151,4.0,16500000.0,False,False,False,False,False,True
Mauro Icardi,32,4,19000000.0,26,23,2009,3.0,10000000.0,True,False,False,False,False,False
Taty Castellanos,27,4,15000000.0,37,14,2768,7.0,18600000.0,False,False,False,False,True,False
Zeki Amdouni,25,4,10000000.0,52,22,3829,5.0,18600000.0,False,False,False,False,True,False
Edouard Mendy,33,1,12000000.0,12,0,1035,5.0,18500000.0,True,False,False,False,False,False
Claudio Echeverri,20,3,12000000.0,10,1,430,3.0,18500000.0,False,False,True,False,False,False
Yunus Musah,23,3,18000000.0,37,0,2360,3.0,21200000.0,False,False,False,False,False,True
Francisco Trincão,26,3,15000000.0,52,13,3407,4.0,18000000.0,True,False,False,False,False,False
Habib Diallo,30,4,18000000.0,38,20,2970,5.0,18000000.0,False,False,False,True,False,False
Dean Henderson,28,1,18000000.0,20,0,1800,5.0,17500000.0,False,False,False,False,True,False
Iliman Ndiaye,25,4,18000000.0,52,15,4108,6.0,17000000.0,False,False,False,False,True,False
Mohammed Salisu,26,2,18000000.0,28,0,2439,5.0,15000000.0,False,False,False,True,False,False
Jesper Karlsson,27,4,18000000.0,33,13,2483,3.0,11150000.0,True,False,False,False,False,False
Sebastian Szymanski,26,3,18000000.0,40,10,2812,6.0,10700000.0,False,False,False,True,False,False
Manor Solomon,26,4,,24,5,829,3.0,18000000.0,False,False,False,False,False,True
Nicolò Rovella,24,3,,30,1,1896,5.0,18000000.0,False,False,False,False,False,True
Nicolas Pépé,30,4,,28,8,2145,5.0,18000000.0,False,False,True,False,False,False
Roberto Firmino,34,4,,35,13,1710,4.0,18000000.0,True,False,False,False,False,False
Jérémie Boga,29,4,14000000.0,25,2,902,3.0,17500000.0,False,False,False,False,False,True
Gustavo Hamer,28,3,8000000.0,45,11,3758,4.0,17300000.0,True,False,False,False,False,False
James Trafford,23,1,15000000.0,52,0,4680,7.0,17300000.0,False,False,False,False,True,False
Niclas Füllkrug,32,4,13000000.0,30,16,2689,3.0,17250000.0,False,False,False,False,False,True
Chris Wood,34,4,8000000.0,29,4,1056,4.0,17000000.0,False,False,False,False,True,False
Nikola Vlašić,28,3,17000000.0,37,5,2983,4.0,10600000.0,False,False,False,False,False,True
Pablo Fornals,29,3,17000000.0,50,7,2303,6.0,8000000.0,False,False,True,False,False,False
Nicolás Domínguez,27,3,17000000.0,34,3,2485,5.0,6650000.0,False,False,False,False,True,False
Timo Werner,29,4,,40,16,2824,5.0,17000000.0,True,False,False,False,False,False
Dan Ndoye,25,4,3500000.0,54,7,3945,7.0,16450000.0,False,False,False,False,True,False
Aaron Ramsey,23,3,5000000.0,31,8,1805,3.0,16450000.0,True,False,False,False,False,False
Guglielmo Vicario,29,1,16000000.0,32,0,2904,5.0,18500000.0,False,False,False,False,True,False
Luiz Henrique,25,4,12000000.0,43,3,2475,5.0,16000000.0,True,False,False,False,False,False
Georges Mikautadze,25,4,10000000.0,40,24,3321,8.0,16000000.0,False,False,True,False,False,False
Djordje Petrovic,26,1,6000000.0,25,0,2250,7.0,16000000.0,False,False,False,False,True,False
Deivid Washington,20,4,4000000.0,22,6,1246,7.0,16000000.0,True,False,False,False,False,False
Mateo Retegui,26,4,16000000.0,28,12,2357,5.0,15250000.0,True,False,False,False,False,False
Jordan Beyer,25,2,16000000.0,35,1,2954,4.0,15000000.0,False,False,False,False,True,False
Max Aarons,26,2,16000000.0,48,1,4040,3.0,8100000.0,True,False,False,False,False,False
Sergi Darder,32,3,16000000.0,41,7,3449,5.0,8000000.0,False,False,True,False,False,False
Odysseas Vlachodimos,31,1,16000000.0,54,0,4888,3.0,4900000.0,False,False,True,False,False,False
Hakim Ziyech,32,4,,24,0,931,4.0,16000000.0,True,False,False,False,False,False
Ben Brereton Díaz,26,4,,50,16,3911,3.0,16000000.0,True,False,False,False,False,False
Fábio Carvalho,23,3,,22,3,730,6.0,16000000.0,False,False,False,False,True,False
Azor Matusiwa,27,3,10000000.0,31,0,2583,6.0,15500000.0,True,False,False,False,False,False
Morten Hjulmand,26,3,15000000.0,36,0,3084,5.0,19500000.0,True,False,False,False,False,False
Alejo Veliz,22,4,7000000.0,24,11,1882,3.0,15000000.0,True,False,False,False,False,False
Fabian Rieder,23,3,15000000.0,43,9,3432,7.0,15000000.0,False,True,False,False,False,False
Jean-Ricner Bellegarde,27,3,10000000.0,31,2,2455,5.0,15000000.0,False,False,False,False,True,False
Ângelo,21,4,13000000.0,32,2,1472,6.0,15000000.0,True,False,False,False,False,False
Artur,27,4,10000000.0,59,13,4170,6.0,15000000.0,True,False,False,False,False,False
Romain Faivre,27,3,10000000.0,27,5,1614,3.0,15000000.0,False,False,False,True,False,False
Hákon Arnar Haraldsson,22,3,6000000.0,43,5,2875,7.0,15000000.0,False,False,False,True,False,False
Abdou Diallo,29,2,10000000.0,15,1,800,3.0,15000000.0,True,False,False,False,False,False
El Chadaille Bitshiabu,20,2,7000000.0,21,0,1149,6.0,15000000.0,False,True,False,False,False,False
Gift Orban,23,4,15000000.0,22,20,1671,3.0,14000000.0,False,False,False,False,False,True
Robin Gosens,31,2,15000000.0,49,4,1826,5.0,13000000.0,False,False,False,False,False,True
Arsen Zakharyan,22,3,15000000.0,37,5,2905,6.0,13000000.0,False,False,True,False,False,False
Noa Lang,26,4,15000000.0,40,12,2862,3.0,12500000.0,True,False,False,False,False,False
Anton Stach,27,3,15000000.0,33,1,2291,6.0,12000000.0,False,False,False,False,True,False
Matteo Pessina,28,3,15000000.0,36,5,2995,4.0,12000000.0,True,False,False,False,False,False
Giovanni Simeone,30,4,15000000.0,33,9,766,3.0,12000000.0,False,False,False,False,False,True
Tommaso Baldanzi,22,3,15000000.0,27,4,1825,3.0,11500000.0,False,False,False,False,False,True
Ruslan Malinovskyi,32,3,15000000.0,38,3,2029,3.0,10000000.0,False,False,False,False,False,True
Sergio Canales,34,3,15000000.0,47,8,3445,3.0,10000000.0,True,False,False,False,False,False
Davinson Sánchez,29,2,15000000.0,24,0,1231,6.0,9500000.0,True,False,False,False,False,False
Iván Fresneda,21,2,15000000.0,24,0,1844,5.0,9000000.0,True,False,False,False,False,False
Artem Dovbyk,28,4,15000000.0,39,29,3437,6.0,7750000.0,False,False,False,False,False,True
Abde Ezzalzouli,24,4,15000000.0,34,6,1903,6.0,7500000.0,False,False,True,False,False,False
Diogo Leite,27,2,15000000.0,40,0,3292,3.0,7000000.0,False,True,False,False,False,False
Tiago Djaló,25,2,15000000.0,26,2,2111,5.0,5100000.0,True,False,False,False,False,False
Callum Hudson-Odoi,25,4,15000000.0,21,1,1074,5.0,3500000.0,False,False,False,False,True,False
Çağlar Söyüncü,29,2,,9,1,709,4.0,15000000.0,True,False,False,False,False,False
Carlos Augusto,27,2,,37,6,3210,5.0,15000000.0,False,False,False,False,False,True
André Silva,30,4,,44,9,2597,3.0,15000000.0,False,False,True,False,False,False
Andrey Santos,21,3,,11,1,823,7.0,15000000.0,False,False,False,False,True,False
Albert Sambi Lokonga,26,3,,24,0,1397,5.0,15000000.0,False,True,False,False,False,False
Mike Tresor,26,3,,42,8,3589,5.0,15000000.0,False,False,False,False,True,False
N'Golo Kanté,34,3,,9,0,685,5.0,15000000.0,True,False,False,False,False,False
Nicolás de la Cruz,28,3,14000000.0,38,7,2707,5.0,14500000.0,True,False,False,False,False,False
David Jurásek,25,2,5000000.0,45,2,3699,6.0,14000000.0,True,False,False,False,False,False
Joël Piroe,26,4,10000000.0,45,20,3953,4.0,14000000.0,False,False,False,False,True,False
Mergim Berisha,27,4,12000000.0,24,10,1705,4.0,14000000.0,True,False,False,False,False,False
Carlos Forbs,21,4,10000000.0,33,29,2626,6.0,14000000.0,True,False,False,False,False,False
César Montes,28,2,8000000.0,38,3,2763,6.0,14000000.0,True,False,False,False,False,False
Jordan Henderson,35,3,10000000.0,43,0,2559,4.0,14000000.0,False,False,False,False,True,False
Joakim Maehle,28,2,14000000.0,36,3,2392,4.0,12500000.0,False,True,False,False,False,False
Attila Szalai,28,2,14000000.0,52,3,4630,3.0,12300000.0,True,False,False,False,False,False
Timothy Weah,25,4,14000000.0,32,0,1941,3.0,11000000.0,False,False,False,True,False,False
Justin Kluivert,26,3,14000000.0,29,8,1676,5.0,10800000.0,False,False,False,False,True,False
Serhou Guirassy,29,4,14000000.0,29,14,2049,5.0,9000000.0,False,True,False,False,False,False
Geoffrey Kondogbia,32,3,14000000.0,27,0,1402,4.0,8000000.0,False,False,False,True,False,False
Stefan Posch,28,2,14000000.0,33,6,2738,3.0,5000000.0,False,True,False,False,False,False
Mahmoud Dahoud,30,3,,10,0,418,3.0,14000000.0,False,True,False,False,False,False
Willian Pacho,24,2,11000000.0,50,0,4410,6.0,13650000.0,False,False,False,True,False,False
Gustav Isaksen,24,4,7500000.0,45,22,3474,5.0,13400000.0,False,False,False,False,False,True
Manfred Ugalde,23,4,5000000.0,31,9,1255,5.0,13000000.0,True,False,False,False,False,False
Emmanuel Emegha,23,4,8000000.0,38,10,2229,5.0,13000000.0,False,False,False,True,False,False
Mark Flekken,32,1,10000000.0,44,0,3990,5.0,13000000.0,False,True,False,False,False,False
Jonas Hofmann,33,3,13000000.0,33,14,2814,4.0,10000000.0,False,True,False,False,False,False
Valentín Barco,21,3,13000000.0,34,1,2506,6.0,9150000.0,False,False,False,True,False,False
Fran Navarro,28,4,13000000.0,43,21,3689,6.0,7000000.0,True,False,False,False,False,False
Houssem Aouar,27,3,,18,1,571,5.0,13000000.0,True,False,False,False,False,False
Rasmus Kristensen,28,2,,30,3,2290,6.0,13000000.0,False,True,False,False,False,False
Ellyes Skhiri,30,3,,40,8,3548,4.0,13000000.0,False,True,False,False,False,False
Fábio Silva,23,4,,51,16,3353,7.0,13000000.0,False,True,False,False,False,False
Andrew Omobamidele,23,2,6000000.0,35,1,2658,6.0,12850000.0,False,False,False,True,False,False
Youssef Chermiti,21,4,3000000.0,22,3,972,6.0,12500000.0,True,False,False,False,False,False
Vini Souza,26,3,6000000.0,37,1,2665,7.0,12500000.0,False,True,False,False,False,False
Gastón Ávila,24,2,3500000.0,31,1,2033,3.0,12500000.0,True,False,False,False,False,False
Jerdy Schouten,29,3,12000000.0,36,0,2725,7.0,12350000.0,True,False,False,False,False,False
Chuba Akpom,30,4,12000000.0,42,29,3420,3.0,12300000.0,True,False,False,False,False,False
Shea Charles,22,3,,37,1,3261,4.0,12250000.0,True,False,False,False,False,False
Kristjan Asllani,23,3,12000000.0,29,0,859,3.0,15700000.0,True,False,False,False,False,False
Lucas Beltrán,24,4,12000000.0,35,16,2185,3.0,12600000.0,False,False,True,False,False,False
Loïc Badé,25,2,12000000.0,28,2,2274,7.0,12000000.0,False,True,False,False,False,False
Santiago Bueno,27,2,8000000.0,36,0,3119,5.0,12000000.0,False,False,False,False,True,False
Gonzalo Plata,25,4,5000000.0,36,1,2423,6.0,12000000.0,True,False,False,False,False,False
Marlon Gomes,22,3,6000000.0,27,0,1314,5.0,12000000.0,True,False,False,False,False,False
