Nom,Age,Position_Encoded,Valeur_Marchande_Clean,Matchs_22_23,Buts_22_23,Minutes_22_23,Duree_Contrat,Prix,Ligue_Autre,Ligue_Bundesliga,Ligue_LaLiga,Ligue_Ligue 1,Ligue_Premier League,Ligue_Serie A
Aiyegun Tosin,27,4,3200000.0,40,16,2735,4.0,4000000.0,False,False,False,True,False,False
Alieu Fadera,24,4,3000000.0,38,9,3090,3.0,4000000.0,False,False,False,False,False,True
Ibrahim Sulemana,22,3,1500000.0,18,0,789,3.0,4000000.0,False,False,False,False,False,True
Amine Salama,25,4,1500000.0,28,3,1457,3.0,4000000.0,True,False,False,False,False,False
Omar Alderete,29,2,4000000.0,28,1,2270,6.0,4000000.0,False,False,False,False,True,False
Mohamed Amoura,25,4,2000000.0,36,10,1222,6.0,4000000.0,False,True,False,False,False,False
Jonathan Rodríguez,32,4,4000000.0,39,12,2784,3.0,4000000.0,True,False,False,False,False,False
Leon Lalic,20,3,,14,3,688,3.0,4000000.0,True,False,False,False,False,False
Andrei Girotto,33,2,4000000.0,48,1,4145,3.0,4000000.0,True,False,False,False,False,False
Juan Carlos Gauto,21,4,4000000.0,34,2,2453,3.0,3900000.0,True,False,False,False,False,False
Oliver Christensen,26,1,4000000.0,34,0,3090,5.0,3800000.0,False,False,False,False,False,True
Carlos Salcedo,32,2,4000000.0,34,0,3078,4.0,3720000.0,True,False,False,False,False,False
Cade Cowell,22,4,4000000.0,27,1,1832,3.0,3700000.0,True,False,False,False,False,False
Cristian Pavón,30,4,4000000.0,50,4,3037,3.0,3500000.0,True,False,False,False,False,False
Shon Weissman,29,4,4000000.0,30,3,1656,3.0,3500000.0,False,True,False,False,False,False
Caio Paulista,27,2,4000000.0,51,5,3635,3.0,3450000.0,True,False,False,False,False,False
Sebastián Boselli,22,2,4000000.0,19,0,1710,3.0,3400000.0,False,False,True,False,False,False
Bryan Reynolds,24,2,4000000.0,34,1,2622,4.0,3330000.0,True,False,False,False,False,False
Jorge Rodríguez,30,3,4000000.0,56,2,4685,4.0,3290000.0,True,False,False,False,False,False
Kevin Zenón,24,4,4000000.0,36,3,2814,5.0,3200000.0,True,False,False,False,False,False
Mert Müldür,26,2,4000000.0,3,0,58,4.0,3000000.0,True,False,False,False,False,False
Pasquale Mazzocchi,30,2,4000000.0,27,2,1966,4.0,3000000.0,False,False,False,False,False,True
Marvelous Nakamba,32,3,4000000.0,20,0,1725,3.0,2900000.0,True,False,False,False,False,False
Tomás Chancalay,27,4,4000000.0,41,17,3365,5.0,2830000.0,True,False,False,False,False,False
Jerry Yates,29,4,4000000.0,43,15,3503,3.0,2800000.0,True,False,False,False,False,False
Marcelino Moreno,30,3,4000000.0,45,2,3093,3.0,2750000.0,True,False,False,False,False,False
Lucas Janson,31,4,4000000.0,40,8,2296,4.0,2720000.0,True,False,False,False,False,False
Siebe Van der Heyden,27,2,4000000.0,45,1,3954,5.0,2700000.0,True,False,False,False,False,False
Pantelis Hatzidiakos,29,2,4000000.0,52,0,4374,5.0,2700000.0,True,False,False,False,False,False
Senne Lynen,26,3,4000000.0,53,2,4448,1.0,2500000.0,False,True,False,False,False,False
Jan Kuchta,29,4,4000000.0,35,16,2825,1.0,2500000.0,True,False,False,False,False,False
Manu Morlanes,27,3,4000000.0,26,1,1631,5.0,2500000.0,False,False,True,False,False,False
Nemanja Matić,37,3,4000000.0,50,2,3114,3.0,2500000.0,False,False,False,False,False,True
Florian Lejeune,34,2,4000000.0,32,4,2659,4.0,2500000.0,False,False,True,False,False,False
Ramón Terrats,25,3,4000000.0,33,1,1730,3.0,2500000.0,False,False,True,False,False,False
Philip Zinckernagel,31,4,4000000.0,35,12,2657,5.0,2500000.0,True,False,False,False,False,False
Andreaw Gravillon,28,2,4000000.0,22,0,1533,3.0,2500000.0,True,False,False,False,False,False
Gilberto,32,2,4000000.0,56,5,3578,3.0,2500000.0,True,False,False,False,False,False
Jefferson Savarino,29,3,4000000.0,34,11,2806,6.0,2450000.0,True,False,False,False,False,False
David Turnbull,26,3,4000000.0,38,5,1215,4.0,2330000.0,True,False,False,False,False,False
Ezequiel Unsain,30,1,4000000.0,28,0,2520,4.0,2300000.0,True,False,False,False,False,False
Dion Sanderson,26,2,4000000.0,34,2,2999,5.0,2300000.0,True,False,False,False,False,False
Jason Knight,24,3,4000000.0,47,3,3458,4.0,2300000.0,True,False,False,False,False,False
Elia Caprile,24,1,4000000.0,43,0,3870,6.0,2200000.0,False,False,False,False,False,True
Efraín Álvarez,23,3,4000000.0,11,0,378,1.0,2049999.9999999998,True,False,False,False,False,False
Kevin Behrens,35,4,4000000.0,46,10,1986,4.0,2000000.0,True,False,False,False,False,False
Karim Rekik,31,2,4000000.0,22,1,1500,1.0,2000000.0,True,False,False,False,False,False
Simone Verdi,33,3,4000000.0,25,5,1122,3.0,1800000.0,True,False,False,False,False,False
Sikou Niakaté,26,2,4000000.0,34,3,2830,5.0,1800000.0,True,False,False,False,False,False
Nemanja Radonjic,29,4,4000000.0,30,4,1616,3.0,1700000.0,True,False,False,False,False,False
Marin Pongracic,28,2,4000000.0,9,0,791,6.0,1600000.0,False,False,False,False,False,True
Rubén Blanco,30,1,4000000.0,7,0,586,1.0,1500000.0,True,False,False,False,False,False
Rassoul Ndiaye,24,3,4000000.0,33,1,2563,5.0,1500000.0,False,False,False,True,False,False
Kevin Mac Allister,28,2,4000000.0,27,4,2360,4.0,1500000.0,True,False,False,False,False,False
Aaron Connolly,26,4,4000000.0,11,2,556,4.0,1350000.0,True,False,False,False,False,False
Falaye Sacko,30,2,4000000.0,36,1,2587,4.0,1300000.0,True,False,False,False,False,False
Djaniny,34,4,4000000.0,41,6,2186,1.0,1010000.0,True,False,False,False,False,False
Nadiem Amiri,29,3,4000000.0,36,4,1378,5.0,1000000.0,False,True,False,False,False,False
Juan Dinenno,31,4,4000000.0,37,14,2871,3.0,1000000.0,True,False,False,False,False,False
Rémi Oudin,29,3,4000000.0,31,3,1316,3.0,1000000.0,True,False,False,False,False,False
Marco Burch,25,2,4000000.0,27,3,2383,5.0,650000.0,True,False,False,False,False,False
Pape Abou Cissé,30,2,4000000.0,19,1,1474,1.0,600000.0,True,False,False,False,False,False
Bogdan Mykhaylichenko,28,2,4000000.0,32,2,2370,5.0,170000.0,True,False,False,False,False,False
Edin Dzeko,39,4,,52,14,2893,3.0,4000000.0,True,False,False,False,False,False
Juan Cuadrado,37,3,,47,2,3293,3.0,4000000.0,False,False,False,False,False,True
Alexis Sánchez,37,4,,44,18,3419,3.0,4000000.0,False,False,True,False,False,False
Joe Rothwell,31,3,,22,0,1136,4.0,4000000.0,True,False,False,False,False,False
Diego Palacios,26,2,,45,0,3806,3.0,4000000.0,True,False,False,False,False,False
Ondrej Lingr,27,3,,42,16,2424,5.0,4000000.0,True,False,False,False,False,False
Pierre-Emerick Aubameyang,36,4,,22,3,969,4.0,4000000.0,False,False,False,True,False,False
Koni De Winter,23,2,,14,0,1024,7.0,4000000.0,False,False,False,False,False,True
Federico Bonazzoli,28,4,,25,2,1147,5.0,4000000.0,False,False,False,False,False,True
Patrik Walemark,24,4,,21,2,772,6.0,4000000.0,True,False,False,False,False,False
Nat Phillips,28,2,,7,0,367,5.0,4000000.0,True,False,False,False,False,False
Ivan Perišić,37,4,,44,1,2924,4.0,4000000.0,True,False,False,False,False,False
Joel Mvuka,23,3,,31,4,2363,3.0,4000000.0,True,False,False,False,False,False
Daniel Iversen,28,1,,17,0,1530,6.0,4000000.0,True,False,False,False,False,False
Luke Cundle,23,3,,35,3,2004,1.0,4000000.0,True,False,False,False,False,False
Sead Haksabanovic,26,4,,40,5,1314,5.0,4000000.0,True,False,False,False,False,False
Paulo Otávio,31,2,,27,0,2224,3.0,4000000.0,True,False,False,False,False,False
Lewis Travis,28,3,,49,2,4014,6.0,4000000.0,True,False,False,False,False,False
Troy Parrott,24,4,,34,4,2037,6.0,4000000.0,True,False,False,False,False,False
Jean-Kévin Duverne,28,2,,36,0,2693,3.0,4000000.0,True,False,False,False,False,False
Gadi Kinda,29,3,,29,5,1399,1.0,4000000.0,True,False,False,False,False,False
Cher Ndour,21,3,,36,4,2671,6.0,4000000.0,False,False,False,False,False,True
Rony Lopes,30,4,,32,7,2362,5.0,4000000.0,True,False,False,False,False,False
Samuel Umtiti,32,2,,25,0,2117,1.0,4000000.0,True,False,False,False,False,False
Doğan Alemdar,23,1,,10,0,714,6.0,4000000.0,True,False,False,False,False,False
Filip Krastev,24,3,,52,11,3726,3.0,4000000.0,True,False,False,False,False,False
Santiago Sosa,26,2,,18,0,1010,4.0,4000000.0,True,False,False,False,False,False
Alerrandro,26,4,,33,8,1415,3.0,4000000.0,True,False,False,False,False,False
Santiago Colombatto,29,3,,43,5,3394,3.0,4000000.0,False,False,True,False,False,False
Roberto Gagliardini,31,3,,29,0,1038,3.0,4000000.0,False,False,False,False,False,True
Steven Alzate,27,3,,31,4,2441,7.0,4000000.0,True,False,False,False,False,False
José Ángel Carmona,24,2,,24,3,1570,5.0,4000000.0,False,False,True,False,False,False
Emirhan İlkhan,21,3,,12,0,192,3.0,4000000.0,False,False,False,False,False,True
Matías Soulé,22,4,,25,1,1031,6.0,4000000.0,False,False,False,False,False,True
Ivan Rakitic,37,3,,51,2,3521,1.0,4000000.0,True,False,False,False,False,False
Yairo Moreno,30,3,,46,3,2599,1.0,4000000.0,True,False,False,False,False,False
Moussa Marega,34,4,,28,6,2038,3.0,4000000.0,True,False,False,False,False,False
François Kamano,29,4,,37,6,2417,3.0,4000000.0,True,False,False,False,False,False
Matías Segovia,23,4,,32,0,1329,3.0,4000000.0,True,False,False,False,False,False
Luis Suárez,39,4,,53,26,4644,3.0,4000000.0,True,False,False,False,False,False
David Møller Wolfe,23,2,2500000.0,14,0,1118,7.0,3900000.0,False,False,False,False,True,False
Woo-yeong Jeong,26,3,3500000.0,34,2,1039,1.0,3800000.0,False,True,False,False,False,False
Leonardo Godoy,30,2,3800000.0,47,4,3884,5.0,3640000.0,True,False,False,False,False,False
Tonny Vilhena,31,3,3800000.0,33,4,2274,4.0,3000000.0,True,False,False,False,False,False
Alessio Castro-Montes,28,3,3800000.0,46,1,3304,5.0,2000000.0,False,True,False,False,False,False
Facundo Cambeses,28,1,3800000.0,44,0,3960,3.0,1830000.0,True,False,False,False,False,False
Mateo Coronel,27,4,3800000.0,41,10,2945,3.0,1660000.0,True,False,False,False,False,False
Georgios Kyriakopoulos,30,2,,25,1,1574,6.0,3800000.0,True,False,False,False,False,False
Lucas Chaves,30,1,,54,0,4860,3.0,3800000.0,True,False,False,False,False,False
Enner Valencia,36,4,,76,46,5202,4.0,3800000.0,True,False,False,False,False,False
Andrej Ilic,25,4,2300000.0,54,30,4433,4.0,3750000.0,False,True,False,False,False,False
Ken Nkuba,24,2,3500000.0,29,4,2218,5.0,3750000.0,True,False,False,False,False,False
Breno Lemos,22,3,600000.0,50,6,3203,1.0,3750000.0,True,False,False,False,False,False
Guillermo Martínez,30,4,3000000.0,27,11,1086,3.0,3720000.0,True,False,False,False,False,False
Kaan Ayhan,31,3,3700000.0,17,2,832,5.0,2800000.0,True,False,False,False,False,False
Andrei Burcă,32,2,3700000.0,44,0,3800,3.0,1000000.0,True,False,False,False,False,False
Marc Bartra,35,2,,40,4,3136,4.0,3700000.0,False,False,True,False,False,False
Ignacio Ramírez,29,4,1800000.0,43,21,2682,4.0,3650000.0,True,False,False,False,False,False
Keigo Tsunemoto,27,2,600000.0,20,0,1273,5.0,3600000.0,True,False,False,False,False,False
Newerton,20,4,,7,1,489,5.0,3600000.0,True,False,False,False,False,False
Alessio Cragno,31,1,3000000.0,4,0,360,3.0,3600000.0,True,False,False,False,False,False
Braian Ojeda,25,3,1500000.0,42,0,3125,6.0,3600000.0,True,False,False,False,False,False
Mads Hermansen,25,1,3500000.0,31,0,2820,7.0,9040000.0,False,False,False,False,True,False
Matija Frigan,22,4,3500000.0,31,15,2397,7.0,5950000.0,False,False,False,False,False,True
Louis Patris,24,2,3000000.0,35,2,2949,6.0,3500000.0,True,False,False,False,False,False
Tsuyoshi Watanabe,29,2,2800000.0,36,1,3240,6.0,3500000.0,True,False,False,False,False,False
Josep Martínez,27,1,3500000.0,32,0,2880,6.0,3500000.0,False,False,False,False,False,True
Eguinaldo,21,4,900000.0,12,0,266,5.0,3500000.0,True,False,False,False,False,False
Mads Andersen,28,2,2000000.0,51,2,4512,1.0,3500000.0,True,False,False,False,False,False
Abdoulaye Ndiaye,23,2,1500000.0,29,1,2440,6.0,3500000.0,False,False,False,False,False,True
Jonah Kusi-Asare,18,4,300000.0,4,0,62,3.0,3500000.0,False,False,False,False,True,False
Ezequiel Ponce,28,4,2500000.0,37,6,1294,4.0,3500000.0,True,False,False,False,False,False
Maximiliano Caufriez,28,2,2500000.0,28,1,2321,3.0,3500000.0,True,False,False,False,False,False
Portu,33,4,3500000.0,37,0,2003,4.0,3500000.0,False,False,True,False,False,False
Kwadwo Duah,28,4,1300000.0,37,11,2738,5.0,3500000.0,True,False,False,False,False,False
Xande Silva,28,4,700000.0,45,10,2907,4.0,3500000.0,True,False,False,False,False,False
Szymon Żurkowski,28,3,3500000.0,15,0,567,4.0,3380000.0,True,False,False,False,False,False
Martín Payero,27,3,3500000.0,15,4,752,3.0,3000000.0,False,False,False,False,False,True
Saïdou Sow,23,2,3500000.0,32,0,2446,3.0,3000000.0,True,False,False,False,False,False
Paul Akouokou,28,3,3500000.0,18,0,806,3.0,3000000.0,True,False,False,False,False,False
Djordje Jovanovic,26,4,3500000.0,43,22,3440,3.0,2800000.0,True,False,False,False,False,False
Andi Zeqiri,26,4,3500000.0,50,18,2873,6.0,2750000.0,True,False,False,False,False,False
Djordje Mihailovic,27,3,3500000.0,20,1,576,5.0,2730000.0,True,False,False,False,False,False
David Brekalo,27,2,3500000.0,31,3,2663,4.0,2600000.0,True,False,False,False,False,False
Tim Breithaupt,24,3,3500000.0,24,2,1999,3.0,2500000.0,True,False,False,False,False,False
Ivo Grbic,30,1,3500000.0,13,0,1011,3.0,2500000.0,True,False,False,False,False,False
Filippo Bandinelli,30,3,3500000.0,36,2,2336,4.0,2500000.0,True,False,False,False,False,False
Mario González,29,4,3500000.0,36,16,2342,3.0,2340000.0,True,False,False,False,False,False
Luis Muriel,34,4,3500000.0,31,3,1121,4.0,2100000.0,True,False,False,False,False,False
Kanu,28,2,3500000.0,50,1,4265,4.0,2000000.0,True,False,False,False,False,False
Lee Buchanan,24,2,3500000.0,23,1,609,5.0,1500000.0,True,False,False,False,False,False
Sergio Rochet,32,1,3500000.0,49,0,4410,3.0,1450000.0,True,False,False,False,False,False
Gabriel Pirani,23,3,3500000.0,36,3,1648,3.0,1200000.0,True,False,False,False,False,False
Tom Holmes,25,2,3500000.0,42,0,3550,1.0,1150000.0,True,False,False,False,False,False
Cristian Cásseres Jr.,26,3,3500000.0,19,1,1650,4.0,1000000.0,False,False,False,True,False,False
Francisco Moura,26,2,3500000.0,37,2,2898,6.0,1000000.0,True,False,False,False,False,False
Marcel Halstenberg,34,2,3500000.0,40,2,2053,3.0,700000.0,True,False,False,False,False,False
Zymer Bytyqi,29,4,3500000.0,26,1,1866,1.0,500000.0,True,False,False,False,False,False
Slobodan Urosevic,31,2,3500000.0,47,6,4165,1.0,200000.0,True,False,False,False,False,False
Dawid Kownacki,28,4,,35,16,2796,3.0,3500000.0,True,False,False,False,False,False
Kevin Mbabu,30,2,,24,0,1722,3.0,3500000.0,True,False,False,False,False,False
Cody Drameh,24,2,,32,1,2648,4.0,3500000.0,True,False,False,False,False,False
Yasser Larouci,25,2,,31,1,1877,3.0,3500000.0,True,False,False,False,False,False
Alfonso Espino,34,2,,36,0,3123,3.0,3500000.0,False,False,True,False,False,False
Toma Bašić,29,3,,32,1,895,3.0,3500000.0,False,False,False,False,False,True
Marco Pellegrino,23,2,,17,1,1526,6.0,3500000.0,True,False,False,False,False,False
Jovane Cabral,27,4,,10,0,185,3.0,3500000.0,True,False,False,False,False,False
Ronaël Pierre-Gabriel,27,2,,23,1,950,3.0,3500000.0,True,False,False,False,False,False
Munir El Haddadi,30,3,,31,7,1356,4.0,3500000.0,True,False,False,False,False,False
Julián Araujo,24,2,,0,0,0,3.0,3500000.0,True,False,False,False,False,False
Ki-Jana Hoever,24,2,,27,4,1662,3.0,3500000.0,True,False,False,False,False,False
Ilyes Housni,20,4,,31,32,2307,3.0,3500000.0,True,False,False,False,False,False
Ayoub El Kaabi,32,4,,34,14,2599,3.0,3500000.0,True,False,False,False,False,False
Ola Aina,29,2,,21,1,988,5.0,3500000.0,False,False,False,False,True,False
Fodé Ballo-Touré,29,2,,14,1,650,3.0,3500000.0,False,False,False,True,False,False
Kelvin Yeboah,25,4,,26,2,635,4.0,3500000.0,True,False,False,False,False,False
Ionuț Radu,28,1,,27,0,2430,6.0,3500000.0,False,False,True,False,False,False
Nicolas Cozza,27,2,,24,2,1460,3.0,3500000.0,False,False,False,True,False,False
Eray Cömert,28,2,,25,1,1885,3.0,3500000.0,False,False,True,False,False,False
Roberto Piccoli,25,4,,21,2,746,7.0,3500000.0,False,False,False,False,False,True
Sebastiano Esposito,23,4,,36,6,1647,3.0,3500000.0,False,False,False,False,False,True
Yerson Mosquera,24,2,,39,3,3382,7.0,3500000.0,False,False,False,False,True,False
Soualiho Meïté,31,3,,35,0,2760,3.0,3500000.0,True,False,False,False,False,False
Marco Di Césare,24,2,,33,0,2586,4.0,3500000.0,True,False,False,False,False,False
Bissoli,28,4,,17,3,886,5.0,3500000.0,True,False,False,False,False,False
Luan,26,3,,28,2,1144,3.0,3500000.0,True,False,False,False,False,False
Rodolfo Pizarro,31,3,,34,0,1960,1.0,3500000.0,True,False,False,False,False,False
Alessio Zerbin,26,3,,14,0,311,3.0,3500000.0,False,False,False,False,False,True
Isaac Hayden,30,3,,14,0,816,3.0,3500000.0,True,False,False,False,False,False
Achraf Bencharki,31,4,,33,9,2549,4.0,3500000.0,False,False,False,False,True,False
Alan Virginius,23,3,,23,4,655,6.0,3500000.0,True,False,False,False,False,False
Igor Lichnovsky,31,2,,41,0,3240,4.0,3500000.0,True,False,False,False,False,False
Lyanco,29,2,,30,1,1970,6.0,3500000.0,True,False,False,False,False,False
Ousseynou Ba,30,2,,25,0,1954,4.0,3500000.0,True,False,False,False,False,False
Brian Lozano,31,4,,25,8,1732,3.0,3500000.0,True,False,False,False,False,False
Nicolás Giménez,30,3,,31,9,2685,6.0,3500000.0,True,False,False,False,False,False
Gerard Gumbau,31,3,,38,1,2993,3.0,3500000.0,False,False,True,False,False,False
Léo,28,4,,30,21,2365,4.0,3500000.0,True,False,False,False,False,False
Jairo Torres,25,4,,27,0,971,1.0,3500000.0,True,False,False,False,False,False
Marcão,31,4,,18,4,661,1.0,3500000.0,True,False,False,False,False,False
Gustaf Lagerbielke,25,2,1200000.0,16,2,1287,7.0,3400000.0,True,False,False,False,False,False
Ondrej Duda,31,3,3400000.0,33,2,2053,4.0,3100000.0,True,False,False,False,False,False
Derrick Köhn,27,2,3000000.0,35,5,3065,6.0,3350000.0,False,True,False,False,False,False
Salvatore Esposito,25,3,3300000.0,36,3,2802,3.0,3580000.0,True,False,False,False,False,False
Angelo Preciado,27,2,3300000.0,27,0,1200,6.0,2500000.0,True,False,False,False,False,False
Ahmed Touba,27,2,,39,1,2981,5.0,3300000.0,True,False,False,False,False,False
Lincoln,27,3,,35,2,2066,4.0,3300000.0,True,False,False,False,False,False
Georges-Kevin N'Koudou,30,4,,22,5,1175,5.0,3300000.0,True,False,False,False,False,False
Modibo Sagnan,26,2,2500000.0,28,1,2182,3.0,3200000.0,True,False,False,False,False,False
Vitor Bueno,31,3,2500000.0,59,11,3411,4.0,3200000.0,True,False,False,False,False,False
Díber Cambindo,29,4,900000.0,24,9,1287,1.0,3200000.0,True,False,False,False,False,False
Antony,24,4,600000.0,51,7,3291,3.0,3200000.0,True,False,False,False,False,False
Michael Santos,32,4,2700000.0,24,13,1848,3.0,3200000.0,True,False,False,False,False,False
David Martínez,20,4,1500000.0,11,2,789,4.0,3200000.0,True,False,False,False,False,False
Ola Brynhildsen,26,4,3200000.0,30,14,2102,4.0,2500000.0,True,False,False,False,False,False
Michele Collocolo,26,3,3200000.0,37,5,3174,4.0,2000000.0,False,False,False,False,False,True
Gastón Togni,28,4,3200000.0,50,10,3682,3.0,1100000.0,True,False,False,False,False,False
Mounir Chouiar,27,4,3200000.0,46,4,2608,5.0,1100000.0,True,False,False,False,False,False
Lucas Romero,31,3,3200000.0,27,0,2111,4.0,900000.0,True,False,False,False,False,False
Emil Bohinen,26,3,,25,0,855,5.0,3200000.0,True,False,False,False,False,False
José Manuel Arnáiz,30,3,,39,9,3218,4.0,3200000.0,True,False,False,False,False,False
Endri Cekici,29,3,,24,2,1360,3.0,3200000.0,True,False,False,False,False,False
José Paradela,27,3,,40,3,2313,6.0,3200000.0,True,False,False,False,False,False
Luciano Gondou,24,4,3000000.0,40,15,3132,7.0,3180000.0,True,False,False,False,False,False
Guzmán Rodríguez,26,2,1000000.0,40,1,3507,6.0,3110000.0,True,False,False,False,False,False
Florent Hadergjonaj,31,3,,26,3,2113,4.0,3100000.0,True,False,False,False,False,False
Gue-sung Cho,28,4,2500000.0,14,7,1026,5.0,3050000.0,True,False,False,False,False,False
Otávio,23,2,3000000.0,17,0,1319,7.0,12310000.0,False,False,False,True,False,False
Mihajlo Ilić,22,2,3000000.0,14,0,956,3.0,4800000.0,True,False,False,False,False,False
Sebastian Walukiewicz,25,2,3000000.0,11,0,601,3.0,4500000.0,False,False,False,False,False,True
Robert Ljubicic,26,3,3000000.0,50,4,4106,6.0,4000000.0,True,False,False,False,False,False
Erison,26,4,3000000.0,34,7,1586,4.0,3200000.0,True,False,False,False,False,False
Nathaniel Brown,22,2,3000000.0,31,2,2471,7.0,3000000.0,False,True,False,False,False,False
Jonathan Dubasin,26,4,1500000.0,43,11,2911,5.0,3000000.0,True,False,False,False,False,False
Thierno Barry,23,4,1300000.0,33,20,2522,6.0,3000000.0,False,False,False,False,True,False
Adrian Leon Barisic,24,2,2000000.0,29,1,2480,3.0,3000000.0,True,False,False,False,False,False
Aliou Badji,28,4,1500000.0,35,5,1811,4.0,3000000.0,True,False,False,False,False,False
Elias Achouri,26,4,600000.0,33,6,1909,5.0,3000000.0,True,False,False,False,False,False
Tijjani Noslin,26,4,900000.0,31,5,1610,6.0,3000000.0,False,False,False,False,False,True
Odin Holm,23,3,2500000.0,12,0,830,5.0,3000000.0,True,False,False,False,False,False
Mateusz Legowski,23,3,1800000.0,27,3,1716,5.0,3000000.0,True,False,False,False,False,False
Loum Tchaouna,22,4,1800000.0,32,2,1974,7.0,3000000.0,False,False,False,False,True,False
Elione Fernandes Neto,20,3,500000.0,25,1,1247,3.0,3000000.0,True,False,False,False,False,False
Adam Daghim,20,4,200000.0,17,4,1144,3.0,3000000.0,False,True,False,False,False,False
Ibrahim Cissoko,22,4,2500000.0,32,4,1202,3.0,3000000.0,True,False,False,False,False,False
Luka Stojkovic,22,3,1500000.0,33,4,2313,5.0,3000000.0,True,False,False,False,False,False
Gino Infantino,22,3,3000000.0,17,1,805,3.0,3000000.0,True,False,False,False,False,False
Felipe Augusto,21,4,3000000.0,34,9,1325,6.0,3000000.0,True,False,False,False,False,False
Marius Bülter,32,4,3000000.0,35,11,2640,4.0,3000000.0,False,True,False,False,False,False
Welton,28,4,2200000.0,42,8,3566,4.0,3000000.0,True,False,False,False,False,False
Arthur Gomes,27,4,3000000.0,62,8,2883,6.0,3000000.0,True,False,False,False,False,False
Jakov Medic,27,2,2000000.0,30,6,2678,5.0,3000000.0,True,False,False,False,False,False
Lukas Engel,27,2,700000.0,35,1,2960,5.0,3000000.0,True,False,False,False,False,False
Irakli Azarovi,23,2,1500000.0,29,0,1723,5.0,3000000.0,True,False,False,False,False,False
Gelson Martins,30,4,2500000.0,15,0,507,5.0,3000000.0,True,False,False,False,False,False
Pere Milla,33,4,3000000.0,33,7,1956,4.0,3000000.0,False,False,True,False,False,False
Carlos Dotor,24,3,700000.0,29,12,2250,3.0,3000000.0,True,False,False,False,False,False
Kelvin Amian,28,2,2200000.0,32,0,2422,5.0,3000000.0,False,False,False,True,False,False
Mohamed Kaba,24,3,3000000.0,33,5,2908,3.0,3000000.0,False,False,False,True,False,False
Tiago Morais,22,4,2000000.0,35,4,1193,3.0,3000000.0,True,False,False,False,False,False
Christian Fassnacht,32,3,2500000.0,34,11,2480,4.0,3000000.0,True,False,False,False,False,False
Luca Koleosho,21,4,1000000.0,17,3,810,3.0,3000000.0,False,False,False,True,False,False
Hannes Delcroix,26,2,2000000.0,26,1,2038,5.0,3000000.0,True,False,False,False,False,False
Hákon Valdimarsson,24,1,1800000.0,29,0,2549,5.0,3000000.0,False,False,False,False,True,False
Bruno Amione,24,2,2700000.0,30,1,2376,1.0,3000000.0,True,False,False,False,False,False
Armando Izzo,33,2,3000000.0,31,1,2500,5.0,3000000.0,True,False,False,False,False,False
Mahdi Camara,27,3,3000000.0,37,2,2278,6.0,3000000.0,False,False,False,True,False,False
Hamdy Fathy,31,3,2000000.0,35,4,2335,4.0,3000000.0,True,False,False,False,False,False
Din Klapija,19,4,,0,0,0,3.0,3000000.0,True,False,False,False,False,False
Adrian Mazilu,20,4,2500000.0,21,7,1148,6.0,3000000.0,True,False,False,False,False,False
Makhtar Gueye,28,4,1000000.0,27,0,697,4.0,3000000.0,True,False,False,False,False,False
Paulinho,31,3,1800000.0,13,3,703,1.0,3000000.0,True,False,False,False,False,False
Bart Nieuwkoop,29,2,3000000.0,51,4,4071,4.0,2800000.0,True,False,False,False,False,False
Agustín Sant'Anna,28,2,3000000.0,45,2,3659,4.0,2780000.0,True,False,False,False,False,False
Saba Sazonov,24,2,3000000.0,33,1,2730,3.0,2750000.0,False,False,False,False,False,True
Diego Gómez,22,3,3000000.0,38,5,2640,1.0,2700000.0,False,False,False,False,True,False
Amir Murillo,29,2,3000000.0,45,6,3945,5.0,2500000.0,True,False,False,False,False,False
Sebastiano Luperto,29,2,3000000.0,37,2,3258,7.0,2500000.0,False,False,False,False,False,True
Pedro Aquino,30,3,3000000.0,37,0,1229,3.0,2500000.0,True,False,False,False,False,False
Kevin Agudelo,27,3,3000000.0,36,0,2259,6.0,2500000.0,True,False,False,False,False,False
Keinan Davis,27,4,3000000.0,34,7,2406,4.0,2300000.0,False,False,False,False,False,True
Josh Tymon,26,2,3000000.0,31,1,1916,6.0,2200000.0,True,False,False,False,False,False
Philipp Max,32,2,3000000.0,40,0,2989,1.0,2000000.0,True,False,False,False,False,False
Ron Schallenberg,27,3,3000000.0,35,3,3174,3.0,2000000.0,True,False,False,False,False,False
Chris Bedia,29,4,3000000.0,25,12,1643,3.0,2000000.0,True,False,False,False,False,False
Jordan Larsson,28,4,3000000.0,28,6,1492,4.0,2000000.0,True,False,False,False,False,False
Mauro Perkovic,22,2,3000000.0,27,0,2250,6.0,2000000.0,True,False,False,False,False,False
Gustavo Mantuan,24,2,3000000.0,29,6,921,7.0,2000000.0,True,False,False,False,False,False
Khaled Narey,31,4,3000000.0,35,8,2638,3.0,2000000.0,True,False,False,False,False,False
Iván Martín,26,3,3000000.0,26,3,1804,5.0,2000000.0,False,False,True,False,False,False
Lucas Halter,25,2,3000000.0,54,6,4635,7.0,1800000.0,True,False,False,False,False,False
Ismaël Kandouss,28,2,3000000.0,47,1,3809,4.0,1750000.0,True,False,False,False,False,False
Lucas Blondel,29,2,3000000.0,33,3,2243,4.0,1660000.0,True,False,False,False,False,False
Rodrigo Ely,32,2,3000000.0,46,0,3913,5.0,1500000.0,True,False,False,False,False,False
Junior Messias,34,4,3000000.0,36,6,1937,3.0,1500000.0,False,False,False,False,False,True
